DF,Date,City,State,Division,Latitude,Longitude,Fatalities,Injured,Shooter Age,Shooter Age Category,Prior Mental Illness,Day of Week,Season,Male,Race/Ethnicity,AutoWeapon,School
GVData,2014-05-10,Decatur,GA,South Atlantic,33.727422845885464,-84.25788324312363,2,3,,,nan,Saturday,Spring,,,,
GVData,2014-05-13,Atlanta,GA,South Atlantic,33.698160040051754,-84.48619989887169,0,5,,,nan,Tuesday,Spring,,,,
GVData,2014-06-03,Atlanta,GA,South Atlantic,33.75554329202176,-84.38269378472404,1,4,,,nan,Tuesday,Summer,,,,
GVData,2014-07-26,Sylvester,GA,South Atlantic,31.530450774120013,-83.82212072874046,0,8,,,nan,Saturday,Summer,,,,
GVData,2014-08-04,Atlanta,GA,South Atlantic,33.763452755374715,-84.42512993906863,0,5,,,nan,Monday,Summer,,,,
GVData,2014-08-10,Wrightsville,GA,South Atlantic,32.709149989629694,-82.72900003135624,0,6,,,nan,Sunday,Summer,,,,
GVData,2014-08-12,Cartersville,GA,South Atlantic,34.171857925340035,-84.88310225412697,2,3,,,nan,Tuesday,Summer,,,,
GVData,2014-08-24,Augusta,GA,South Atlantic,33.46657899369792,-81.97421300316891,1,3,,,nan,Sunday,Summer,,,,
GVData,2014-09-06,Macon,GA,South Atlantic,32.834730009937054,-83.62998999824282,0,5,,,nan,Saturday,Fall,,,,
GVData,2014-10-08,Atlanta,GA,South Atlantic,32.492080029329315,-84.94477994038947,0,4,,,nan,Wednesday,Fall,,,,
GVData,2014-10-12,Atlanta,GA,South Atlantic,33.713695362411734,-84.39773574138646,1,3,,,nan,Sunday,Fall,,,,
GVData,2014-10-13,Atlanta,GA,South Atlantic,33.67296001579285,-84.39178002271419,0,4,,,nan,Monday,Fall,,,,
GVData,2014-10-14,Peachtree Corners,GA,South Atlantic,33.95045599618483,-84.25103697192438,3,2,,,nan,Tuesday,Fall,,,,
GVData,2014-11-29,Atlanta,GA,South Atlantic,33.709160575695854,-84.37897953345256,3,2,,,nan,Saturday,Fall,,,,
GVData,2015-01-02,Savannah,GA,South Atlantic,32.046289710017604,-81.11200941524518,1,4,,,nan,Friday,Winter,,,,
GVData,2015-01-28,Ellenwood,GA,South Atlantic,33.623568839142216,-84.23201873394497,1,3,,,nan,Wednesday,Winter,,,,
STData,2015-01-28,LaGrange,GA,South Atlantic,33.03607062,-85.0287065,5,0,26.0,20s,No,Wednesday,Winter,Male,White,1.0,0.0
GVData,2015-01-31,Lagrange,GA,South Atlantic,32.97815698803316,-85.14147797838855,4,0,,,nan,Saturday,Winter,,,,
STData,2015-02-07,Douglasville,GA,South Atlantic,33.71059292,-84.71564276,5,2,33.0,30s,No,Saturday,Winter,Male,Black,,0.0
STData,2015-02-22,Clarkesville,GA,South Atlantic,34.61025711,-83.52918091,3,2,41.0,40s,No,Sunday,Winter,Male,White,1.0,0.0
GVData,2015-03-10,Columbus,GA,South Atlantic,32.43764199895675,-84.95963602557761,0,5,,,nan,Tuesday,Spring,,,,
GVData,2015-03-14,Atlanta,GA,South Atlantic,33.7551222565893,-84.48415439910971,0,5,,,nan,Saturday,Spring,,,,
STData,2015-04-07,Rome,GA,South Atlantic,34.26779152,-85.18822422,1,3,999.0,Multiple Shooters,No,Tuesday,Spring,Male,Black,,0.0
STData,2015-05-31,Conyers,GA,South Atlantic,33.66086267,-84.02688527,3,2,36.0,30s,Unknown,Sunday,Spring,Male,White,,0.0
GVData,2015-06-13,Fayetteville,GA,South Atlantic,33.535839021992594,-84.45849071832986,1,4,,,nan,Saturday,Summer,,,,
GVData,2015-06-13,Milledgeville,GA,South Atlantic,33.08374000856827,-83.24491002748017,1,3,,,nan,Saturday,Summer,,,,
GVData,2015-07-15,Atlanta,GA,South Atlantic,33.77028834883808,-84.4644112509352,0,5,,,nan,Wednesday,Summer,,,,
STData,2015-07-22,Suwanee,GA,South Atlantic,34.05057545,-84.06872262,4,1,32.0,30s,Unknown,Wednesday,Summer,Male,White,,0.0
GVData,2015-08-02,Savannah,GA,South Atlantic,32.067186161313536,-81.0988057957862,0,5,,,nan,Sunday,Summer,,,,
GVData,2015-09-08,Berlin,GA,South Atlantic,18.776095734718467,100.77393496701143,0,4,,,nan,Tuesday,Fall,,,,
GVData,2015-09-23,Norcross,GA,South Atlantic,33.91123074930653,-84.17475856993667,1,3,,,nan,Wednesday,Fall,,,,
STData,2015-09-27,Greenville,GA,South Atlantic,33.02912644,-84.7143335,0,10,999.0,Multiple Shooters,Unknown,Sunday,Fall,Male,Black,,0.0
GVData,2015-10-12,Decatur,GA,South Atlantic,33.73690468972229,-84.22422108583798,0,4,,,nan,Monday,Fall,,,,
STData,2015-11-07,Waycross,GA,South Atlantic,31.21094544,-82.35793452,1,2,30.0,30s,Yes,Saturday,Fall,Male,Black,,0.0
GVData,2015-12-02,Savannah,GA,South Atlantic,32.060917171046874,-81.10055856834643,1,3,,,nan,Wednesday,Winter,,,,
GVData,2015-12-12,Savannah,GA,South Atlantic,32.067191769838786,-81.09756071938405,0,4,,,nan,Saturday,Winter,,,,
STData,2016-03-06,Roswell,GA,South Atlantic,34.023243,-84.36155600000002,0,4,39.0,30s,Unknown,Sunday,Spring,Male,Black,,0.0
STData,2016-03-12,Elberton,GA,South Atlantic,34.111222999999995,-82.86708399999998,2,2,49.0,40s,Unknown,Saturday,Spring,Male,Other,,0.0
STData,2016-03-15,Atlanta,GA,South Atlantic,33.748995,-84.387982,0,4,999.0,Multiple Shooters,Unknown,Tuesday,Spring,,Other,,0.0
STData,2016-04-22,Appling,GA,South Atlantic,33.54609,-82.316315,6,0,50.0,50s,Unknown,Friday,Spring,Male,Black,,0.0
GVData,2016-05-14,Atlanta,GA,South Atlantic,33.72633503224996,-84.42419992500179,0,5,,,nan,Saturday,Spring,,,,
STData,2016-05-15,Moultrie,GA,South Atlantic,31.179940999999996,-83.788839,5,0,25.0,20s,Unknown,Sunday,Spring,Male,White,,0.0
STData,2016-05-18,Jackson,GA,South Atlantic,33.29456500000001,-83.966021,1,3,999.0,Multiple Shooters,Unknown,Wednesday,Spring,Male,Black,,0.0
GVData,2016-05-21,Jackson,GA,South Atlantic,33.26003674767956,-84.02819471255995,1,3,,,nan,Saturday,Spring,,,,
GVData,2016-06-18,Waycross,GA,South Atlantic,31.22202002965939,-82.37550491577736,2,2,,,nan,Saturday,Summer,,,,
GVData,2016-06-22,Stone Mountain,GA,South Atlantic,33.811580056236856,-84.18819993929387,1,3,,,nan,Wednesday,Summer,,,,
GVData,2016-06-26,Atlanta,GA,South Atlantic,33.71048029379301,-84.34946107386631,1,4,,,nan,Sunday,Summer,,,,
GVData,2016-07-13,Warner Robins,GA,South Atlantic,32.643749980555725,-83.61584997904293,0,5,,,nan,Wednesday,Summer,,,,
GVData,2016-07-29,Athens,GA,South Atlantic,33.966634645714684,-83.35864609053979,0,7,,,nan,Friday,Summer,,,,
GVData,2016-07-30,Townsend (Eulonia),GA,South Atlantic,31.517463949478827,-81.43460215132386,0,5,,,nan,Saturday,Summer,,,,
GVData,2016-08-03,Decatur,GA,South Atlantic,33.73831400821838,-84.25012200337375,1,3,,,nan,Wednesday,Summer,,,,
GVData,2016-08-30,Atlanta,GA,South Atlantic,33.76905400947157,-84.37450600991701,0,4,,,nan,Tuesday,Summer,,,,
GVData,2016-10-27,Jackson,GA,South Atlantic,33.38521521564468,-83.98980074687744,4,0,,,nan,Thursday,Fall,,,,
GVData,2016-12-28,Columbus,GA,South Atlantic,32.4648569908295,-84.94858096584146,1,4,,,nan,Wednesday,Winter,,,,
GVData,2016-12-31,Lenox (El Dorado),GA,South Atlantic,31.35411553002184,-83.49820295834988,2,2,,,nan,Saturday,Winter,,,,
GVData,2017-01-21,Jonesboro,GA,South Atlantic,33.57689100018558,-84.37206603790264,0,6,,,nan,Saturday,Winter,,,,
GVData,2017-01-22,Atlanta,GA,South Atlantic,33.687571014132146,-84.49075202666724,3,1,,,nan,Sunday,Winter,,,,
GVData,2017-01-26,Albany,GA,South Atlantic,31.58482299725749,-84.18317699999696,2,3,,,nan,Thursday,Winter,,,,
GVData,2017-03-05,Columbus,GA,South Atlantic,32.49394265308777,-84.98445951039618,0,4,,,nan,Sunday,Spring,,,,
GVData,2017-04-13,Atlanta,GA,South Atlantic,33.75375188295226,-84.4459720923798,1,3,,,nan,Thursday,Spring,,,,
GVData,2017-06-22,Atlanta,GA,South Atlantic,33.704367718454485,-84.42643415795094,1,6,,,nan,Thursday,Summer,,,,
GVData,2017-07-05,Savannah,GA,South Atlantic,32.0808400549371,-81.09497994235483,0,4,,,nan,Wednesday,Summer,,,,
GVData,2017-11-12,Atlanta,GA,South Atlantic,33.752250902659256,-84.38942063314387,2,2,,,nan,Sunday,Fall,,,,
GVData,2017-11-16,Columbus,GA,South Atlantic,32.47434274335327,-84.97096479424795,0,7,,,nan,Thursday,Fall,,,,
GVData,2018-05-05,Columbus,GA,South Atlantic,32.44517100157457,-84.9090479709716,0,5,,,nan,Saturday,Spring,,,,
GVData,2018-06-17,Macon,GA,South Atlantic,32.8208450101413,-83.63604801876285,1,3,,,nan,Sunday,Summer,,,,
GVData,2018-06-30,Ashburn,GA,South Atlantic,31.700849981857342,-83.66735111749973,1,6,,,nan,Saturday,Summer,,,,
GVData,2018-07-04,Atlanta,GA,South Atlantic,33.605347135380256,-84.44633913936838,1,3,,,nan,Wednesday,Summer,,,,
GVData,2018-07-30,Savannah,GA,South Atlantic,31.97962698153202,-81.14887096972619,0,4,,,nan,Monday,Summer,,,,
GVData,2018-09-04,Albany,GA,South Atlantic,31.571122729217343,-84.18023531066869,0,4,,,nan,Tuesday,Fall,,,,
GVData,2018-10-04,Swainsboro,GA,South Atlantic,32.59810944979301,-82.34156551241485,0,4,,,nan,Thursday,Fall,,,,
GVData,2018-10-16,Atlanta,GA,South Atlantic,33.89660556387055,-84.29941990289664,0,4,,,nan,Tuesday,Fall,,,,
GVData,2019-01-24,Rockmart,GA,South Atlantic,34.00001927877244,-85.05919971662388,4,1,,,nan,Thursday,Winter,,,,
GVData,2019-01-26,Albany,GA,South Atlantic,31.58142274711546,-84.1548772873833,0,4,,,nan,Saturday,Winter,,,,
GVData,2019-03-17,Augusta,GA,South Atlantic,33.47638955033623,-81.96907785232519,0,4,,,nan,Sunday,Spring,,,,
GVData,2019-03-17,Rochelle,GA,South Atlantic,31.951600938369648,-83.46686290119116,1,3,,,nan,Sunday,Spring,,,,
GVData,2019-03-31,Atlanta,GA,South Atlantic,33.70645374189237,-84.48722515009621,1,4,,,nan,Sunday,Spring,,,,
GVData,2019-04-04,Stockbridge,GA,South Atlantic,33.52715969973072,-84.24038588427999,3,2,,,nan,Thursday,Spring,,,,
GVData,2019-06-01,Atlanta,GA,South Atlantic,33.75330122067419,-84.39200190238775,0,5,,,nan,Saturday,Summer,,,,
GVData,2019-06-01,Macon,GA,South Atlantic,32.842880027761154,-83.68958993986695,2,4,,,nan,Saturday,Summer,,,,
GVData,2019-06-11,Savannah,GA,South Atlantic,32.000792397624345,-81.07443543162995,2,2,,,nan,Tuesday,Summer,,,,
GVData,2019-06-27,Atlanta,GA,South Atlantic,33.77227241206807,-84.37284885139681,0,7,,,nan,Thursday,Summer,,,,
GVData,2019-06-28,Atlanta,GA,South Atlantic,33.735640055376855,-84.3999599220231,0,7,,,nan,Friday,Summer,,,,
GVData,2019-07-15,Atlanta,GA,South Atlantic,33.75568600546367,-84.33582402967653,0,4,,,nan,Monday,Summer,,,,
GVData,2019-08-20,Atlanta,GA,South Atlantic,33.751519990037906,-84.41370004062247,0,4,,,nan,Tuesday,Summer,,,,
GVData,2019-08-23,Dublin,GA,South Atlantic,32.51669998397897,-82.89654002659793,0,4,,,nan,Friday,Summer,,,,
GVData,2019-09-14,Lagrange,GA,South Atlantic,33.01787770848229,-85.04274807185402,0,4,,,nan,Saturday,Fall,,,,
GVData,2019-11-07,Conyers,GA,South Atlantic,33.684445541072556,-83.98706311200212,2,3,,,nan,Thursday,Fall,,,,
GVData,2019-11-09,Vidalia,GA,South Atlantic,32.22790073957672,-82.40825061800295,0,4,,,nan,Saturday,Fall,,,,
GVData,2019-12-15,Columbus,GA,South Atlantic,32.49394265308777,-84.98445951039618,1,4,,,nan,Sunday,Winter,,,,
GVData,2019-12-27,Kennesaw,GA,South Atlantic,33.99132100119783,-84.58910703872755,0,4,,,nan,Friday,Winter,,,,
GVData,2020-01-05,Atlanta,GA,South Atlantic,33.78250000708853,-84.41436003167851,0,4,,,nan,Sunday,Winter,,,,
GVData,2020-03-29,Atlanta,GA,South Atlantic,33.77316005238013,-84.37278989906088,0,4,,,nan,Sunday,Spring,,,,
GVData,2020-03-31,Macon,GA,South Atlantic,32.79559599365834,-83.64576297981932,3,1,,,nan,Tuesday,Spring,,,,
GVData,2020-05-06,Albany,GA,South Atlantic,31.60386190473113,-84.10845866244762,1,3,,,nan,Wednesday,Spring,,,,
GVData,2020-06-13,Atlanta,GA,South Atlantic,33.755504998264605,-84.33851403386262,2,5,,,nan,Saturday,Summer,,,,
GVData,2020-06-30,Atlanta,GA,South Atlantic,33.66213760313905,-84.40393057487051,1,4,,,nan,Tuesday,Summer,,,,
